corp_name,stock_code,kind_code
무림페이퍼,009200,00920
미래산업,025560,02556
미래에셋증권,006800,00680
미원홀딩스,107590,10759
보해양조,000890,00089
사조동아원,008040,00804
삼성SDI,006400,00640
삼성물산,028260,02826
삼성전기,009150,00915
삼화콘덴서공업,001820,00182
상신브레이크,041650,04165
서울도시가스,017390,01739
성신양회,004980,00498
성안,011300,01130
신흥,004080,00408
아모레퍼시픽그룹,002790,00279
아센디오,012170,01217
아시아나항공,020560,02056
에스원,012750,01275
에스케이바이오팜,326030,32603
에이리츠,140910,14091
에이프로젠제약,003060,00306
에이플러스에셋,244920,24492
엔에이치스팩19호,380440,38044
우리종금,010050,01005
우진아이엔에스,010400,01040
웅진씽크빅,095720,09572
유수홀딩스,000700,00070
유유제약,000220,00022
율촌화학,008730,00873
이지스레지던스리츠,350520,35052
이화산업,000760,00076
인팩,023810,02381
일신방직,003200,00320
일정실업,008500,00850
일진디스플,020760,02076
잇츠한불,226320,22632
전방,000950,00095
제주항공,089590,08959
조일알미늄,018470,01847
종근당,185750,18575
진양산업,003780,00378
진양홀딩스,100250,10025
진원생명과학,011000,01100
진흥기업,002780,00278
천일고속,000650,00065
체시스,033250,03325
초록뱀헬스케어,118000,11800
카프로,006380,00638
케이티앤지,033780,03378
태경산업,015890,01589
테이팩스,055490,05549
팜젠사이언스,004720,00472
평화홀딩스,010770,01077
포스코스틸리온,058430,05843
풍산,103140,10314
하나금융지주,086790,08679
하이브,352820,35282
한국가스공사,036460,03646
한국내화,010040,01004
한국석유공업,004090,00409
한국쉘석유,002960,00296
한국특강,007280,00728
한성기업,003680,00368
한세예스24홀딩스,016450,01645
한솔피엔에스,010420,01042
한익스프레스,014130,01413
한일홀딩스,003300,00330
현대그린푸드,005440,00544
현대로템,064350,06435
현대리바트,079430,07943
현대미포조선,010620,01062
현대위아,011210,01121
현대코퍼레이션,011760,01176
현대코퍼레이션홀딩스,227840,22784
화신,010690,01069
흥아해운,003280,00328
AP시스템,265520,26552
AP위성,211270,21127
BNGT,032790,03279
KH 건설,226360,22636
S&K폴리텍,091340,09134
SFA반도체,036540,03654
SGA,049470,04947
SGC이테크건설,016250,01625
SM Life Design,063440,06344
THE E&M,089230,08923
THE MIDONG,161570,16157
TKG애강,022220,02222
골프존뉴딘홀딩스,121440,12144
교보10호기업인수목적,355150,35515
금화피에스시,036190,03619
나노신소재,121600,12160
나스미디어,089600,08960
네오크레마,311390,31139
네온테크,306620,30662
노랑풍선,104620,10462
노터스,278650,27865
녹십자웰빙,234690,23469
누리플랜,069140,06914
다믈멀티미디어,093640,09364
대동스틸,048470,04847
대명에너지,389260,38926
대명에너지,389260,38926
대신밸런스제10호스팩,387310,38731
대아티아이,045390,04539
대주전자재료,078600,07860
대한그린파워,060900,06090
데이타솔루션,263800,26380
덱스터,206560,20656
덴티스,261200,26120
동국알앤에스,075970,07597
동일금속,109860,10986
동일철강,023790,02379
동화기업,025900,02590
드래곤플라이,030350,03035
드림씨아이에스,223250,22325
디어유,376300,37630
디에스앤엘,141020,14102
디에이테크놀로지,196490,19649
디지캡,197140,19714
디티앤씨,187220,18722
라닉스,317120,31712
라온테크,232680,23268
라이온켐텍,171120,17112
라이프시맨틱스,347700,34770
로보티즈,108490,10849
로체시스템즈,071280,07128
루트로닉,085370,08537
리노공업,058470,05847
리파인,377450,37745
마니커에프앤지,195500,19550
마이크로디지탈,305090,30509
매커스,093520,09352
맥스트,377030,37703
메디아나,041920,04192
메카로,241770,24177
명성티엔에스,257370,25737
모바일리더,100030,10003
미래생명자원,218150,21815
바른손,018700,01870
백금T&A,046310,04631
보성파워텍,006910,00691
브이티지엠피,018290,01829
블루베리 NFT,044480,04448
비디아이,148140,14814
비비씨,318410,31841
비씨월드제약,200780,20078
비아트론,141000,14100
빅솔론,093190,09319
빛샘전자,072950,07295
삼영이엔씨,065570,06557
서남,294630,29463
서희건설,035890,03589
세동,053060,05306
세림B&G,340440,34044
세원물산,024830,02483
세진티에스,067770,06777
셀트리온제약,068760,06876
솔브레인홀딩스,036830,03683
솔트룩스,304100,30410
쇼박스,086980,08698
슈프리마아이디,317770,31777
승일,049830,04983
신신제약,002800,00280
신영스팩5호,323280,32328
신원종합개발,017000,01700
썸에이지,208640,20864
쏠리드,050890,05089
아난티,025980,02598
아바코,083930,08393
아스트,067390,06739
아이진,185490,18549
아이큐어,175250,17525
아이텍,119830,11983
아이패밀리에스씨,114840,11484
알로이스,297570,29757
알리코제약,260660,26066
앱코,129890,12989
야스,255440,25544
양지사,030960,03096
에스넷,038680,03868
에스씨디,042110,04211
에스에스알,275630,27563
에스와이,109610,10961
에스케이증권7호스팩,408920,40892
에스텍,069510,06951
에스폴리텍,050760,05076
에스퓨얼셀,288620,28862
에스피시스템스,317830,31783
에이에프더블류,312610,31261
에이치시티,072990,07299
에이치피오,357230,35723
에이트원,230980,23098
에코프로에이치엔,383310,38331
에코플라스틱,038110,03811
엔젠바이오,354200,35420
엔피,291230,29123
엔피케이,048830,04883
엘앤에프,066970,06697
엘티씨,170920,17092
영우디에스피,143540,14354
예선테크,250930,25093
오로라,039830,03983
오리엔트정공,065500,06550
오상자이엘,053980,05398
오스코텍,039200,03920
오파스넷,173130,17313
올릭스,226950,22695
옴니시스템,057540,05754
와이엠텍,273640,27364
우리산업,215360,21536
우리손에프앤지,073560,07356
우정바이오,215380,21538
우진비앤지,018620,01862
원바이오젠,307280,30728
원익,032940,03294
원익머트리얼즈,104830,10483
원익큐브,014190,01419
원익피앤이,131390,13139
원풍물산,008290,00829
위니아,071460,07146
위즈코프,038620,03862
윈팩,097800,09780
유비케어,032620,03262
유비쿼스홀딩스,078070,07807
이노메트리,302430,30243
이노테라피,246960,24696
이루다,164060,16406
이브이첨단소재,131400,13140
이씨에스,067010,06701
이오테크닉스,039030,03903
이지트로닉스,377330,37733
이지홀딩스,035810,03581
인바이오,352940,35294
인터로조,119610,11961
인터플렉스,051370,05137
자연과환경,043910,04391
제넥신,095700,09570
제이스코홀딩스,023440,02344
제이스텍,090470,09047
제테마,216080,21608
지노믹트리,228760,22876
지씨셀,144510,14451
지어소프트,051160,05116
지에스이,053050,05305
진양제약,007370,00737
차바이오텍,085660,08566
참존글로벌,158310,15831
카이노스메드,284620,28462
케이엘넷,039420,03942
케이엠제약,225430,22543
케이티알파,036030,03603
케일럼,258610,25861
켐트로닉스,089010,08901
코렌텍,104540,10454
코리아나,027050,02705
코미코,183300,18330
코콤,015710,01571
퀀타매트릭스,317690,31769
큐에스아이,066310,06631
크리스에프앤씨,110790,11079
크리스탈지노믹스,083790,08379
텔레칩스,054450,05445
텔레필드,091440,09144
티라유텍,322180,32218
티플랙스,081150,08115
파워넷,037030,03703
파이오링크,170790,17079
파인디앤씨,049120,04912
포스코엠텍,009520,00952
푸른기술,094940,09494
프럼파스트,035200,03520
프레스티지바이오로직스,334970,33497
플리토,300080,30008
하나기술,299030,29903
하이록코리아,013030,01303
하이비젼시스템,126700,12670
하인크코리아,373200,37320
하츠,066130,06613
한국기업평가,034950,03495
한국전자금융,063570,06357
한국정보공학,039740,03974
한국팩키지,037230,03723
한네트,052600,05260
한라IMS,092460,09246
한스바이오메드,042520,04252
한컴위드,054920,05492
현대사료,016790,01679
홈센타홀딩스,060560,06056
힘스,238490,23849
나라소프트,288490,28849
듀켐바이오,176750,17675
바이오프로테크,199290,19929
엄지하우스,224810,22481
에스케이씨에스,224020,22402
에이펙스인텍,207490,20749
오션스톤,329020,32902
원텍,216280,21628
원포유,122830,12283
위월드,140660,14066
이엠티,232530,23253
지앤이헬스케어,299480,29948
코스텍시스템,169670,16967
타임기술,318660,31866
플럼라인생명과학,222670,22267
한국미라클피플사,331660,33166
휴벡셀,212310,21231
